,P1,x1
0,1.0023103474979798,0.7199999999636719
1,0.879863727017199,0.6733571428226951
2,0.7729913876846426,0.6267142856843647
3,0.678903353510969,0.5800714285466789
4,0.5952409712723372,0.5334285713871753
5,0.5200982173915001,0.4867857142556849
6,0.45195896244788286,0.4401428571219011
7,0.38962102257907144,0.39349999998594926
8,0.3321284709912911,0.34685714284814706
9,0.2787168486236245,0.3002142857089355
10,0.2287704799339777,0.25357142856121595
11,0.18178972310863023,0.20692857142626947
12,0.13736594913431122,0.16028571428590918
13,0.0951624047268528,0.11364285714059749
14,0.0,0.0
